sort_name,clean_name,album,x2003_rank_old,x2003_rank,x2012_rank,x2020_rank,x2020_2003_differential,release_year,album_genre,album_type,wks_on_billboard,peak_billboard_position,spotify_popularity,spotify_uri,chartmetric_link,artist_member_count,artist_gender,artist_birth_year_sum,debut_album_release_year,avg_age_at_top_500_album,years_between_debut_and_top_500_album,album_id,album_id_quoted,x25,x26
"Withers, Bill",Bill Withers,,NA,NA,NA,304,197,1971,Soul/Gospel/R&B,Studio,,39,,spotify:album:6N8uPmDqbgXD3ztkCCfxoo,https://app.chartmetric.com/album/1908778/about,,Male,,,,,6N8uPmDqbgXD3ztkCCfxoo,"""6N8uPmDqbgXD3ztkCCfxoo"",",NA,NA
Sly & The Family Stone,Sly & The Family Stone,,184,186,186,NA,-315,1973,Funk/Disco,Studio,,7,,spotify:album:5Mtnj5JyvyXR6ui377dBnD,https://app.chartmetric.com/album/1432482/about,,Male/Female,,,,,5Mtnj5JyvyXR6ui377dBnD,"""5Mtnj5JyvyXR6ui377dBnD"",",NA,NA
Paul McCartney & Wings,Paul McCartney,,413,418,418,NA,-83,1973,NA,Studio,,1,,spotify:album:257oomaawruFknt5wYCPDh,https://app.chartmetric.com/album/3337452/about,,Male/Female,,,,,257oomaawruFknt5wYCPDh,"""257oomaawruFknt5wYCPDh"",",NA,NA
"Mitchell, Joni",Joni Mitchell,,113,111,113,110,1,1974,NA,Studio,,2,,Not on Spotify,NA,,Female,,,,,NOS006,"""Not on Spotify"",",NA,NA
LaBelle,LaBelle,,269,272,274,NA,-229,1974,Soul/Gospel/R&B,Studio,,7,,spotify:album:5Zx4eUC5dTg6aufiSLQ6uo,https://app.chartmetric.com/album/3952262/about,,Female,,,,,5Zx4eUC5dTg6aufiSLQ6uo,"""5Zx4eUC5dTg6aufiSLQ6uo"",",NA,NA
"Eno, Brian",Brian Eno,,428,436,432,308,128,1974,NA,Studio,,151,,spotify:album:74jn28Kr29iyh8eZXSvnwi,https://app.chartmetric.com/album/3336820/about,,Male,,,,,74jn28Kr29iyh8eZXSvnwi,"""74jn28Kr29iyh8eZXSvnwi"",",NA,NA
Big Star,Big Star,,399,403,405,359,44,1974,Singer-Songwriter/Heartland Rock,Studio,,201,,spotify:album:3mtVgumHx6y9I2UvW4lUd5,https://app.chartmetric.com/album/3224932/about,,Male,,,,,3mtVgumHx6y9I2UvW4lUd5,"""3mtVgumHx6y9I2UvW4lUd5"",",NA,NA
"Young, Neil",Neil Young,,NA,NA,NA,311,190,1974,NA,Studio,,16,,Not on Spotify,NA,,Male,,,,,NOS114,"""Not on Spotify"",",NA,NA
"John, Elton",Elton John,,135,135,136,NA,-366,1974,Singer-Songwriter/Heartland Rock,Greatest Hits,,1,,Not on Spotify,NA,,Male,,,,,NOS125,"""Not on Spotify"",",NA,NA
Stone Roses,The Stone Roses,,497,NA,498,319,182,1989,Indie/Alternative Rock,Studio,,86,,spotify:album:0um9FI6BLBldL5POP4D4Cw,https://app.chartmetric.com/album/1659186/about,,Male,,,,,0um9FI6BLBldL5POP4D4Cw,"""0um9FI6BLBldL5POP4D4Cw"",",NA,NA
Meters,The Meters,,138,138,139,NA,-363,1974,Funk/Disco,Studio,,201,,spotify:album:3OoFKxuziLv3B3NxhEJwOW,https://app.chartmetric.com/album/3974235/about,,Male,,,,,3OoFKxuziLv3B3NxhEJwOW,"""3OoFKxuziLv3B3NxhEJwOW"",",NA,NA
"Marley, Bob",Bob Marley,,180,182,181,NA,-319,1974,Reggae,Studio,,92,,spotify:album:1d8lF3nZpEIFeEbWmAt9Ey,https://app.chartmetric.com/album/3283847/about,,Male,,,,,1d8lF3nZpEIFeEbWmAt9Ey,"""1d8lF3nZpEIFeEbWmAt9Ey"",",NA,NA
"White, Barry",Barry White,,278,281,283,NA,-220,1974,Soul/Gospel/R&B,Studio,,1,,spotify:album:42Si9RbdXYGWQsfNTzjlnG,https://app.chartmetric.com/album/4137450/about,,Male,,,,,42Si9RbdXYGWQsfNTzjlnG,"""42Si9RbdXYGWQsfNTzjlnG"",",NA,NA
"Waits, Tom",Tom Waits,,335,339,339,NA,-162,1974,NA,Studio,,201,,spotify:album:2fnWxy7UoIazBiewjgchvm,https://app.chartmetric.com/album/3929476/about,,Male,,,,,2fnWxy7UoIazBiewjgchvm,"""2fnWxy7UoIazBiewjgchvm"",",NA,NA
"Browne, Jackson",Jackson Browne,,368,372,375,NA,-129,1974,NA,Studio,,14,,spotify:album:0aiTqo8YZI0dKDgcCnkkzP,https://app.chartmetric.com/album/323616/about,,Male,,,,,0aiTqo8YZI0dKDgcCnkkzP,"""0aiTqo8YZI0dKDgcCnkkzP"",",NA,NA
Steely Dan,Steely Dan,,381,385,386,NA,-116,1974,NA,Studio,,8,,spotify:album:4XfN871nBIz6obaUDEzZXm,https://app.chartmetric.com/album/29071376/about,,Male,,,,,4XfN871nBIz6obaUDEzZXm,"""4XfN871nBIz6obaUDEzZXm"",",NA,NA
Vampire Weekend,Vampire Weekend,,NA,NA,NA,328,173,2013,Indie/Alternative Rock,Studio,,1,,spotify:album:1GXMNFfoHF4sN7lG8gZq1j,https://app.chartmetric.com/album/6972755/about,,Male,,,,,1GXMNFfoHF4sN7lG8gZq1j,"""1GXMNFfoHF4sN7lG8gZq1j"",",NA,NA
DJ Shadow,DJ Shadow,,NA,NA,NA,329,172,1996,NA,Studio,,201,,spotify:album:4tUVkNYSFrrEqqrxBQW9PN,https://app.chartmetric.com/album/25741080/about,,Male,,,,,4tUVkNYSFrrEqqrxBQW9PN,"""4tUVkNYSFrrEqqrxBQW9PN"",",NA,NA
Roxy Music,Roxy Music,,383,387,NA,NA,-114,1974,Punk/Post-Punk/New Wave/Power Pop,Studio,,37,,spotify:album:59RclwjkzMJTJZNxrfGdLC,https://app.chartmetric.com/album/3209776/about,,Male,,,,,59RclwjkzMJTJZNxrfGdLC,"""59RclwjkzMJTJZNxrfGdLC"",",NA,NA
"Newman, Randy",Randy Newman,,389,393,394,NA,-108,1974,NA,Studio,,36,,spotify:album:4UY90kcO4N9ZPBl4xPLvvU,https://app.chartmetric.com/album/3972989/about,,Male,,,,,4UY90kcO4N9ZPBl4xPLvvU,"""4UY90kcO4N9ZPBl4xPLvvU"",",NA,NA
"Withers, Bill",Bill Withers,,NA,NA,NA,333,168,1972,Soul/Gospel/R&B,Studio,,4,,spotify:album:0sFuW4rH5mFZUjNKnckO3v,https://app.chartmetric.com/album/511665/about,,Male,,,,,0sFuW4rH5mFZUjNKnckO3v,"""0sFuW4rH5mFZUjNKnckO3v"",",NA,NA
"Clapton, Eric",Eric Clapton,,405,409,411,NA,-92,1974,Blues/Blues Rock,Studio,,1,,spotify:album:73cxqemPE6sVoCkwRuPU6E,https://app.chartmetric.com/album/3189387/about,,Male,,,,,73cxqemPE6sVoCkwRuPU6E,"""73cxqemPE6sVoCkwRuPU6E"",",NA,NA
"Parsons, Gram",Gram Parsons,,421,429,425,NA,-72,1974,Country/Folk/Country Rock/Folk Rock,Studio,,195,,spotify:album:6UQujMGmR5MbFsML9amCuN,https://app.chartmetric.com/album/726712/about,,Male,,,,,6UQujMGmR5MbFsML9amCuN,"""6UQujMGmR5MbFsML9amCuN"",",NA,NA
"Thompson, Richard & Linda",Richard & Linda Thompson,,471,479,471,485,-6,1974,NA,Studio,,201,,spotify:album:1K1Qdd60pW48wEgWGQLeRt,https://app.chartmetric.com/album/3281394/about,,Male/Female,,,,,1K1Qdd60pW48wEgWGQLeRt,"""1K1Qdd60pW48wEgWGQLeRt"",",NA,NA
"Smith, Patti",Patti Smith,,44,44,44,26,18,1975,Punk/Post-Punk/New Wave/Power Pop,Studio,,47,,spotify:album:0OeuSeP8wp8n8OuTqYb61C,https://app.chartmetric.com/album/1330307/about,,Female,,,,,0OeuSeP8wp8n8OuTqYb61C,"""0OeuSeP8wp8n8OuTqYb61C"",",NA,NA
"Ronstadt, Linda",Linda Ronstadt,,163,164,NA,490,-326,1975,NA,Studio,,1,,spotify:album:7upKDUGJUjsvfIe6vuVB0b,https://app.chartmetric.com/album/3968397/about,,Female,,,,,7upKDUGJUjsvfIe6vuVB0b,"""7upKDUGJUjsvfIe6vuVB0b"",",NA,NA
Snoop Doggy Dogg,Snoop Dogg,,NA,NA,NA,340,161,1993,Hip-Hop/Rap,Studio,,1,,spotify:album:5IFOummNcGXY3qCBWRchqP,https://app.chartmetric.com/album/26447860/about,,Male,,,,,5IFOummNcGXY3qCBWRchqP,"""5IFOummNcGXY3qCBWRchqP"",",NA,NA
"Dylan, Bob",Bob Dylan,,16,16,16,9,7,1975,Country/Folk/Country Rock/Folk Rock,Studio,,1,,spotify:album:4WD4pslu83FF6oMa1e19mF,https://app.chartmetric.com/album/3952270/about,,Male,,,,,4WD4pslu83FF6oMa1e19mF,"""4WD4pslu83FF6oMa1e19mF"",",NA,NA
"Springsteen, Bruce",Bruce Springsteen,,18,18,18,21,-3,1975,Singer-Songwriter/Heartland Rock,Studio,,3,,spotify:album:43YIoHKSrEw2GJsWmhZIpu,https://app.chartmetric.com/album/468487/about,,Male,,,,,43YIoHKSrEw2GJsWmhZIpu,"""43YIoHKSrEw2GJsWmhZIpu"",",NA,NA
Queen,Queen,,226,230,231,128,102,1975,NA,Studio,,4,,spotify:album:7HVoV2lgVsmuiHsjbbUJB4,https://app.chartmetric.com/album/3931717/about,,Male,,,,,7HVoV2lgVsmuiHsjbbUJB4,"""7HVoV2lgVsmuiHsjbbUJB4"",",NA,NA
Arctic Monkeys,Arctic Monkeys,,NA,NA,NA,346,155,2013,Indie/Alternative Rock,Studio,,6,,spotify:album:78bpIziExqiI9qztvNFlQu,https://app.chartmetric.com/album/206226/about,,Male,,,,,78bpIziExqiI9qztvNFlQu,"""78bpIziExqiI9qztvNFlQu"",",NA,NA
GZA,GZA,,NA,NA,NA,347,154,1995,Hip-Hop/Rap,Studio,,9,,spotify:album:3k8xoyOXkGgZxUKgpmxz4P,https://app.chartmetric.com/album/2924985/about,,Male,,,,,3k8xoyOXkGgZxUKgpmxz4P,"""3k8xoyOXkGgZxUKgpmxz4P"",",NA,NA
Led Zeppelin,Led Zeppelin,,70,70,73,144,-74,1975,Hard Rock/Metal,Studio,,1,,spotify:album:4Q7cPyiP8cMIlUEHAqeYfd,https://app.chartmetric.com/album/3022712/about,,Male,,,,,4Q7cPyiP8cMIlUEHAqeYfd,"""4Q7cPyiP8cMIlUEHAqeYfd"",",NA,NA
"Nelson, Willie",Willie Nelson,,182,184,183,237,-53,1975,Country/Folk/Country Rock/Folk Rock,Studio,,28,,spotify:album:5aEtg4dxdBk4pj6SJ3hNsM,https://app.chartmetric.com/album/3952283/about,,Male,,,,,5aEtg4dxdBk4pj6SJ3hNsM,"""5aEtg4dxdBk4pj6SJ3hNsM"",",NA,NA
Pink Floyd,Pink Floyd,,207,209,211,264,-55,1975,NA,Studio,,1,,spotify:album:0bCAjiUamIFqKJsekOYuRw,https://app.chartmetric.com/album/1939823/about,,Male,,,,,0bCAjiUamIFqKJsekOYuRw,"""0bCAjiUamIFqKJsekOYuRw"",",NA,NA
"Young, Neil",Neil Young,,327,331,330,302,29,1975,NA,Studio,,25,,Not on Spotify,NA,,Male,,,,,NOS113,"""Not on Spotify"",",NA,NA
KISS,KISS,,158,159,159,305,-146,1975,Hard Rock/Metal,Live,,110,,spotify:album:6TRmLIsPKSPS71Cnq8FiMc,https://app.chartmetric.com/album/3178956/about,,Male,,,,,6TRmLIsPKSPS71Cnq8FiMc,"""6TRmLIsPKSPS71Cnq8FiMc"",",NA,NA
"Dylan, Bob",Bob Dylan,,288,291,292,335,-44,1975,Country/Folk/Country Rock/Folk Rock,Studio,,7,,spotify:album:6BOlD6UGUg45IsUXPSplkY,https://app.chartmetric.com/album/1975397/about,,Male,,,,,6BOlD6UGUg45IsUXPSplkY,"""6BOlD6UGUg45IsUXPSplkY"",",NA,NA
"Eno, Brian",Brian Eno,,425,433,429,338,95,1975,NA,Studio,,201,,spotify:album:6uoeezh45SYEb8lcT8gDTY,https://app.chartmetric.com/album/3277587/about,,Male,,,,,6uoeezh45SYEb8lcT8gDTY,"""6uoeezh45SYEb8lcT8gDTY"",",NA,NA
Parliament,Parliament,,271,274,276,363,-89,1975,Funk/Disco,Studio,,13,,spotify:album:4q1HNSka8CzuLvC8ydcsD2,https://app.chartmetric.com/album/2986594/about,,Male,,,,,4q1HNSka8CzuLvC8ydcsD2,"""4q1HNSka8CzuLvC8ydcsD2"",",NA,NA
"Earth, Wind & Fire","Earth, Wind & Fire",,485,493,486,420,73,1975,Funk/Disco,Studio,,1,,spotify:album:5tXZfxvr2VaWibD74nw8VL,https://app.chartmetric.com/album/3952271/about,,Male,,,,,5tXZfxvr2VaWibD74nw8VL,"""5tXZfxvr2VaWibD74nw8VL"",",NA,NA
"Green, Al",Al Green,,52,52,52,456,-404,1975,Soul/Gospel/R&B,Greatest Hits,,17,,spotify:album:6W0V8B0fJItvOwC8v114rZ,https://app.chartmetric.com/album/324197/about,,Male,,,,,6W0V8B0fJItvOwC8v114rZ,"""6W0V8B0fJItvOwC8v114rZ"",",NA,NA
My Chemical Romance,My Chemical Romance,,NA,NA,NA,361,140,2006,Punk/Post-Punk/New Wave/Power Pop,Studio,,2,,spotify:album:0FZK97MXMm5mUQ8mtudjuK,https://app.chartmetric.com/album/3989108/about,,Male,,,,,0FZK97MXMm5mUQ8mtudjuK,"""0FZK97MXMm5mUQ8mtudjuK"",",NA,NA
"Vandross, Luther",Luther Vandross,,NA,NA,NA,362,139,1981,Funk/Disco,Studio,,19,,spotify:album:1B4oPgG5ljWTRxsKcTHAYn,https://app.chartmetric.com/album/542999/about,,Male,,,,,1B4oPgG5ljWTRxsKcTHAYn,"""1B4oPgG5ljWTRxsKcTHAYn"",",NA,NA
"John, Elton",Elton John,,157,158,158,NA,-343,1975,Singer-Songwriter/Heartland Rock,Studio,,1,,spotify:album:4UcpKa4yD9AA3iEHI8MFSF,https://app.chartmetric.com/album/3302359/about,,Male,,,,,4UcpKa4yD9AA3iEHI8MFSF,"""4UcpKa4yD9AA3iEHI8MFSF"",",NA,NA
Madvillain,Madvillain,,NA,NA,NA,365,136,2004,Hip-Hop/Rap,Studio,,179,,spotify:album:19bQiwEKhXUBJWY6oV3KZk,https://app.chartmetric.com/album/2177624/about,,Male,,,,,19bQiwEKhXUBJWY6oV3KZk,"""19bQiwEKhXUBJWY6oV3KZk"",",NA,NA
Aerosmith,Aerosmith,,224,228,229,NA,-273,1975,Hard Rock/Metal,Studio,,11,,spotify:album:6As5aOEQjfxLIChIB3fQRD,https://app.chartmetric.com/album/3953957/about,,Male,,,,,6As5aOEQjfxLIChIB3fQRD,"""6As5aOEQjfxLIChIB3fQRD"",",NA,NA
Drake,Drake,,NA,NA,NA,367,134,2015,Hip-Hop/Rap,Studio,,1,,spotify:album:0ptlfJfwGTy0Yvrk14JK1I,https://app.chartmetric.com/album/2957697/about,,Male,,,,,0ptlfJfwGTy0Yvrk14JK1I,"""0ptlfJfwGTy0Yvrk14JK1I"",",NA,NA
Roxy Music,Roxy Music,,367,371,374,NA,-130,1975,Punk/Post-Punk/New Wave/Power Pop,Studio,,50,,spotify:album:5Tpor3YZBVEJ9tWD5L31mH,https://app.chartmetric.com/album/3153335/about,,Male,,,,,5Tpor3YZBVEJ9tWD5L31mH,"""5Tpor3YZBVEJ9tWD5L31mH"",",NA,NA
Mobb Deep,Mobb Deep,,NA,NA,NA,369,132,1995,Hip-Hop/Rap,Studio,,18,,spotify:album:1cCAb1vN8uUsdfEylVmTLs,https://app.chartmetric.com/album/3970872/about,,Male,,,,,1cCAb1vN8uUsdfEylVmTLs,"""1cCAb1vN8uUsdfEylVmTLs"",",NA,NA
Lil Wayne,Lil Wayne,,NA,NA,NA,370,131,2005,Hip-Hop/Rap,Studio,,2,,spotify:album:7slHgsEMuJfnuft5LAPyw6,https://app.chartmetric.com/album/3097232/about,,Male,,,,,7slHgsEMuJfnuft5LAPyw6,"""7slHgsEMuJfnuft5LAPyw6"",",NA,NA
Fleetwood Mac,Fleetwood Mac,,181,183,182,NA,-318,1975,Singer-Songwriter/Heartland Rock,Studio,,1,,spotify:album:6jTUmLtY779ZNYsyugOq2q,https://app.chartmetric.com/album/2376919/about,,Male/Female,,,,,6jTUmLtY779ZNYsyugOq2q,"""6jTUmLtY779ZNYsyugOq2q"",",NA,NA
"Hayes, Isaac",Isaac Hayes,,NA,NA,NA,373,128,1969,Soul/Gospel/R&B,Studio,,8,,spotify:album:71rxIr6MJYUzDG9ge6Jq3J,https://app.chartmetric.com/album/3039752/about,,Male,,,,,71rxIr6MJYUzDG9ge6Jq3J,"""71rxIr6MJYUzDG9ge6Jq3J"",",NA,NA
"Wonder, Stevie",Stevie Wonder,,57,56,57,4,52,1976,Soul/Gospel/R&B,Studio,,1,,spotify:album:6YUCc2RiXcEKS9ibuZxjt0,https://app.chartmetric.com/album/4239795/about,,Male,,,,,6YUCc2RiXcEKS9ibuZxjt0,"""6YUCc2RiXcEKS9ibuZxjt0"",",NA,NA
Ramones,Ramones,,33,33,33,47,-14,1976,Punk/Post-Punk/New Wave/Power Pop,Studio,,111,,spotify:album:3ToX9inehiXTv17hpaOyie,https://app.chartmetric.com/album/2193108/about,,Male,,,,,3ToX9inehiXTv17hpaOyie,"""3ToX9inehiXTv17hpaOyie"",",NA,NA
Neutral Milk Hotel,Neutral Milk Hotel,,NA,NA,NA,376,125,1998,Indie/Alternative Rock,Studio,,201,,spotify:album:0vVekV45lOaVKs6RZQQNob,https://app.chartmetric.com/album/3912136/about,,Male,,,,,0vVekV45lOaVKs6RZQQNob,"""0vVekV45lOaVKs6RZQQNob"",",NA,NA
"Bowie, David",David Bowie,,319,323,324,52,271,1976,NA,Studio,,3,,spotify:album:0MWrKayUshRuT8maG4ZAOU,https://app.chartmetric.com/album/852382/about,,Male,,,,,0MWrKayUshRuT8maG4ZAOU,"""0MWrKayUshRuT8maG4ZAOU"",",NA,NA
Rush,Rush,,NA,NA,NA,379,122,1981,Hard Rock/Metal,Studio,,3,,spotify:album:2xg7iIKoSqaDNpDbJnyCjY,https://app.chartmetric.com/album/3352608/about,,Male,,,,,2xg7iIKoSqaDNpDbJnyCjY,"""2xg7iIKoSqaDNpDbJnyCjY"",",NA,NA
"Mingus, Charles",Charles Mingus,,NA,NA,NA,380,121,1959,Big Band/Jazz,Studio,,201,,spotify:album:4Z8nWz3dGybOP7lhMZpcOo,https://app.chartmetric.com/album/225932/about,,Male,,,,,4Z8nWz3dGybOP7lhMZpcOo,"""4Z8nWz3dGybOP7lhMZpcOo"",",NA,NA
"Presley, Elvis",Elvis Presley,,11,11,11,78,-67,1976,Rock n' Roll/Rhythm & Blues,Compilation,,76,,Not on Spotify,NA,,Male,,,,,NOS004,"""Not on Spotify"",",NA,NA
Tame Impala,Tame Impala,,NA,NA,NA,382,119,2015,Indie/Alternative Rock,Studio,,4,,spotify:album:79dL7FLiJFOO0EoehUHQBv,https://app.chartmetric.com/album/3102421/about,,Male,,,,,79dL7FLiJFOO0EoehUHQBv,"""79dL7FLiJFOO0EoehUHQBv"",",NA,NA
Eagles,Eagles,,37,37,37,118,-81,1976,Country/Folk/Country Rock/Folk Rock,Studio,,1,,spotify:album:2widuo17g5CEC66IbzveRu,https://app.chartmetric.com/album/589822/about,,Male,,,,,2widuo17g5CEC66IbzveRu,"""2widuo17g5CEC66IbzveRu"",",NA,NA
Modern Lovers,The Modern Lovers,,377,381,382,288,93,1976,NA,Studio,,201,,spotify:album:7ro1W6lc4tuTaRyA8rnVm1,https://app.chartmetric.com/album/332152/about,,Male,,,,,7ro1W6lc4tuTaRyA8rnVm1,"""7ro1W6lc4tuTaRyA8rnVm1"",",NA,NA
Aerosmith,Aerosmith,,175,176,176,366,-190,1976,Hard Rock/Metal,Studio,,3,,spotify:album:4ldiyfqRvKiIasHHuDftuP,https://app.chartmetric.com/album/3953958/about,,Male,,,,,4ldiyfqRvKiIasHHuDftuP,"""4ldiyfqRvKiIasHHuDftuP"",",NA,NA
J. Dilla,J Dilla,,NA,NA,NA,386,115,2006,Hip-Hop/Rap,Studio,,201,,spotify:album:5fMlysqhFE0itGn4KezMBW,https://app.chartmetric.com/album/734659/about,,Male,,,,,5fMlysqhFE0itGn4KezMBW,"""5fMlysqhFE0itGn4KezMBW"",",NA,NA
Radiohead,Radiohead,,NA,NA,336,387,114,2007,Indie/Alternative Rock,Studio,,1,,spotify:album:5vkqYmiPBYLaalcmjujWxK,https://app.chartmetric.com/album/1912684/about,,Male,,,,,5vkqYmiPBYLaalcmjujWxK,"""5vkqYmiPBYLaalcmjujWxK"",",NA,NA
D'Angelo,D'Angelo,,NA,NA,NA,395,106,2014,Soul/Gospel/R&B,Studio,,5,,spotify:album:5Hfbag0SsHxafx1SySFSX6,https://app.chartmetric.com/album/1432468/about,,Male,,,,,5Hfbag0SsHxafx1SySFSX6,"""5Hfbag0SsHxafx1SySFSX6"",",NA,NA
"Dylan, Bob",Bob Dylan,,173,174,174,NA,-327,1976,Country/Folk/Country Rock/Folk Rock,Studio,,1,,spotify:album:1T8usYsiGEMPMQOLFgJEbE,https://app.chartmetric.com/album/801410/about,,Male,,,,,1T8usYsiGEMPMQOLFgJEbE,"""1T8usYsiGEMPMQOLFgJEbE"",",NA,NA
"Wilson, Brian",Brian Wilson,,NA,NA,NA,399,102,2004,NA,Studio,,13,,spotify:album:4Uc6YCjpfyjj02rZfg2EUv,https://app.chartmetric.com/album/3958756/about,,Male,,,,,4Uc6YCjpfyjj02rZfg2EUv,"""4Uc6YCjpfyjj02rZfg2EUv"",",NA,NA
"Kuti, Fela",Fela Kuti,,NA,NA,NA,402,99,1975,Afrobeat,Studio,,201,,spotify:album:6zZXBV5eC1oISyUGZFfthw,https://app.chartmetric.com/album/1975225/about,,Male,,,,,6zZXBV5eC1oISyUGZFfthw,"""6zZXBV5eC1oISyUGZFfthw"",",NA,NA
Ghostface Killah,Ghostface Killah,,NA,NA,NA,403,98,2000,Hip-Hop/Rap,Studio,,7,,spotify:album:7eaQqVyq6xzAVgsxSzSP83,https://app.chartmetric.com/album/3955886/about,,Male,,,,,7eaQqVyq6xzAVgsxSzSP83,"""7eaQqVyq6xzAVgsxSzSP83"",",NA,NA
"Browne, Jackson",Jackson Browne,,387,391,391,NA,-110,1976,NA,Studio,,201,,spotify:album:1AqUcQKtf2AQ6rFRKIBei8,https://app.chartmetric.com/album/3956924/about,,Male,,,,,1AqUcQKtf2AQ6rFRKIBei8,"""1AqUcQKtf2AQ6rFRKIBei8"",",NA,NA
Motorhead,Motörhead,,NA,NA,NA,408,93,1980,Hard Rock/Metal,Studio,,201,,spotify:album:1LORPYoTiPGpJC37GqYSvC,https://app.chartmetric.com/album/20645208/about,,Male,,,,,1LORPYoTiPGpJC37GqYSvC,"""1LORPYoTiPGpJC37GqYSvC"",",NA,NA
"Bowie, David",David Bowie,,417,425,NA,NA,-76,1976,NA,Compilation,,10,,spotify:album:3aGkjugjzDWaETRbbRafoF,https://app.chartmetric.com/album/637957/about,,Male,,,,,3aGkjugjzDWaETRbbRafoF,"""3aGkjugjzDWaETRbbRafoF"",",NA,NA
Beach Boys,The Beach Boys,,NA,NA,NA,410,91,1967,NA,Studio,,24,,spotify:album:01uTaEF0YlcBgNwaSS9iIl,https://app.chartmetric.com/album/3054217/about,,Male,,,,,01uTaEF0YlcBgNwaSS9iIl,"""01uTaEF0YlcBgNwaSS9iIl"",",NA,NA
"Miller, Steve Band",Steve Miller,,442,450,445,NA,-51,1976,Blues/Blues Rock,Studio,,3,,spotify:album:0fjJOLqG3v7vXRYhz2wxPC,https://app.chartmetric.com/album/3253018/about,,Male,,,,,0fjJOLqG3v7vXRYhz2wxPC,"""0fjJOLqG3v7vXRYhz2wxPC"",",NA,NA
KISS,KISS,,488,496,489,NA,-5,1976,Hard Rock/Metal,Studio,,11,,spotify:album:59plsPcJYFlSA5ImekNQJ0,https://app.chartmetric.com/album/3103417/about,,Male,,,,,59plsPcJYFlSA5ImekNQJ0,"""59plsPcJYFlSA5ImekNQJ0"",",NA,NA
Steely Dan,Steely Dan,,145,145,145,63,82,1977,NA,Studio,,3,,spotify:album:1hOK2ey9W76x9GnftSRgrw,https://app.chartmetric.com/album/31248069/about,,Male,,,,,1hOK2ey9W76x9GnftSRgrw,"""1hOK2ey9W76x9GnftSRgrw"",",NA,NA
Roots,The Roots,,NA,NA,NA,416,85,1999,Hip-Hop/Rap,Studio,,4,,spotify:album:0qbl8aNaCUOvX8HGsZYLfh,https://app.chartmetric.com/album/3956300/about,,Male,,,,,0qbl8aNaCUOvX8HGsZYLfh,"""0qbl8aNaCUOvX8HGsZYLfh"",",NA,NA
"Marley, Bob",Bob Marley,,168,169,169,71,98,1977,Reggae,Studio,,20,,spotify:album:2mBbV0Ad6B4ydHMZlzAY7S,https://app.chartmetric.com/album/5721153/about,,Male,,,,,2mBbV0Ad6B4ydHMZlzAY7S,"""2mBbV0Ad6B4ydHMZlzAY7S"",",NA,NA
Sex Pistols,Sex Pistols,,41,41,41,80,-39,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,,106,,spotify:album:5fxYu3rqjCNTSPKN8mtEl2,https://app.chartmetric.com/album/1893039/about,,Male,,,,,5fxYu3rqjCNTSPKN8mtEl2,"""5fxYu3rqjCNTSPKN8mtEl2"",",NA,NA
"Church, Eric",Eric Church,,NA,NA,NA,419,82,2011,Country/Folk/Country Rock/Folk Rock,Studio,,1,,spotify:album:5dtw6CoMhbrSj01YUvdQOF,https://app.chartmetric.com/album/3143023/about,,Male,,,,,5dtw6CoMhbrSj01YUvdQOF,"""5dtw6CoMhbrSj01YUvdQOF"",",NA,NA
Clash,The Clash,,78,77,81,102,-25,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,,126,,spotify:album:49kzgMsxHU5CTeb2XmFHjo,https://app.chartmetric.com/album/1533595/about,,Male,,,,,49kzgMsxHU5CTeb2XmFHjo,"""49kzgMsxHU5CTeb2XmFHjo"",",NA,NA
Television,Television,,139,128,130,107,21,1977,Punk/Post-Punk/New Wave/Power Pop,Studio,,201,,spotify:album:630o1rKTDsLeIPreOY1jqP,https://app.chartmetric.com/album/3956947/about,,Male,,,,,630o1rKTDsLeIPreOY1jqP,"""630o1rKTDsLeIPreOY1jqP"",",NA,NA
Various Artists,Bee Gees,,131,131,132,163,-32,1977,Funk/Disco,Soundtrack,,1,,spotify:album:3xaCKtqadm4KnviPFKEjs7,https://app.chartmetric.com/album/3137900/about,,Male,,,,,3xaCKtqadm4KnviPFKEjs7,"""3xaCKtqadm4KnviPFKEjs7"",",NA,NA
"Joel, Billy",Billy Joel,,67,67,70,169,-102,1977,Singer-Songwriter/Heartland Rock,Studio,,2,,spotify:album:3IILMjMMnoN2sKzgesX8KV,https://app.chartmetric.com/album/3955911/about,,Male,,,,,3IILMjMMnoN2sKzgesX8KV,"""3IILMjMMnoN2sKzgesX8KV"",",NA,NA
"Bowie, David",David Bowie,,246,249,251,206,43,1977,NA,Studio,,11,,spotify:album:2de6LD7eOW8zrlorbS28na,https://app.chartmetric.com/album/2408880/about,,Male,,,,,2de6LD7eOW8zrlorbS28na,"""2de6LD7eOW8zrlorbS28na"",",NA,NA
Kraftwerk,Kraftwerk,,250,253,256,238,15,1977,Electronic,Studio,,10,,spotify:album:0HHRIVjvBcnTepfeRVgS2f,https://app.chartmetric.com/album/1322449/about,,Male,,,,,0HHRIVjvBcnTepfeRVgS2f,"""0HHRIVjvBcnTepfeRVgS2f"",",NA,NA
